org_name,count,in_crosswalk,match_type,canonical_name
"County of Santa Clara County, Board of Supervisors",2,yes,exact,STATE OF CALIFORNIA
County of Santa Clara Department of Family and Children's Services,2,yes,exact,STATE OF CALIFORNIA
County of Santa Clara District Attorney's Office,2,yes,exact,District Attorneys
County of Santa Clara Office of the County Counsel,2,yes,exact,STATE OF CALIFORNIA
County of Santa Clara Office of the Sheriff,2,yes,exact,Sheriff
County of Santa Clara Probation Department,2,yes,exact,California County Probation Departments
County of Santa Clara Public Health Department,2,yes,exact,California County Public Health Departments
County of Santa Clara Sheriff,2,yes,exact,Sheriff
County of Santa Clara Supervisor Cindy Chavez,2,yes,exact,County of Santa Clara Supervisor
County of Santa Clara and SIRUM,2,yes,exact,County of Santa Clara and SIRUM
"County of Santa Clara, Office of the County Assessor",2,yes,exact,STATE OF CALIFORNIA
"County of Santa Clara, Supervisor, District 3",2,yes,exact,STATE OF CALIFORNIA
County of Santa Clara- Board of Supervisors,2,yes,normalized,STATE OF CALIFORNIA
County of Santa Cruz Board of Supervisor Ryan Coonerty,2,yes,exact,STATE OF CALIFORNIA
County of Santa Cruz Democratic Party,2,yes,exact,CALIFORNIA DEMOCRATIC PARTY
County of Santa Cruz District Attorney,2,yes,exact,District Attorneys
County of Santa Cruz Human Resources,2,yes,exact,STATE OF CALIFORNIA
County of Santa Cruz Human Resources Agency,2,yes,exact,Human Resources Agency of Santa Cruz County
County of Santa Cruz Human Services Agency,2,yes,exact,STATE OF CALIFORNIA
"County of Santa Cruz, Health Services Agency",2,yes,normalized,Health Services Agency of Santa Cruz County
County of Santee,2,yes,exact,STATE OF CALIFORNIA
County of Saratoga,2,yes,exact,STATE OF CALIFORNIA
County of Seal Beach,2,yes,exact,STATE OF CALIFORNIA
County of Shasta Clerk/Registrar of Voters,2,yes,exact,STATE OF CALIFORNIA
County of Shasta Lake,2,yes,exact,STATE OF CALIFORNIA
County of Shingle Springs-Cameron Park Chamber of Commerce,2,yes,exact,UNITED STATES CHAMBER OF COMMERCE
County of Silicon Valley,2,no,,
"County of Siskiyou -Marcia H. Armstrong, Supervisor, District 5",2,no,,
"County of Siskiyou, State of California",2,yes,exact,STATE OF CALIFORNIA
County of Social Services,2,yes,exact,County of Social Services
County of Solano County Health,2,yes,exact,STATE OF CALIFORNIA
County of Solano County of San Benito,2,no,,
County of Solano Department of Health and Social Services,2,yes,exact,STATE OF CALIFORNIA
County of Sonoma Supervisor Lynda Hopkins,2,no,,
"County of Sonoma, Board of Supervisors",2,yes,normalized,The Sonoma County Board of Supervisors and the Sonoma
County of South Bay Cities Council of Governments,2,yes,exact,South Bay Cities Council of Governments (SBCCOG)
County of South Lake Tahoe,2,yes,exact,STATE OF CALIFORNIA
County of South San Francisco,2,yes,exact,STATE OF CALIFORNIA
County of Special Districts,2,no,,
County of Stanislaus and the City of Modesto,2,no,,
"County of Stanislaus, District 2 Supervisor/SJVUAPCD board",2,no,,
"County of Stanislaus, JERICHO",2,no,,
County of State Building,2,yes,exact,County of State Building
County of Susanville,2,yes,exact,STATE OF CALIFORNIA
County of Sutter Board of Supervisors,2,yes,exact,STATE OF CALIFORNIA
County of Sutter Sheriff's Office,2,yes,exact,Sheriff
County of TRW Space,2,yes,exact,TRW Space and Electronics Group
County of Taxpayers Association of El Dorado County,2,no,,
County of Tehama Sheriff's Office,2,yes,exact,Sheriff
County of The Business Group,2,yes,exact,The Business Group
County of Tiburon,2,no,,
County of Tracy Chamber of Commerce,2,no,,
County of Trinidad,2,yes,exact,STATE OF CALIFORNIA
County of Trinity Veterans of Foreign Wars,2,yes,exact,Veterans of Foreign Wars of the United States
County of Tulare District Attorney,2,yes,exact,District Attorneys
County of Tulare League of California Cities Marin County Council of Mayors,2,no,,
County of Tulare Probation Department,2,yes,exact,California County Probation Departments
County of Tulare Sheriff-Coroner,2,yes,exact,Sheriff
"County of Tulare, Assessor/Clerk-Recorder",2,yes,normalized,STATE OF CALIFORNIA
"County of Tulare, District 1 Supervisor, William Sanders",2,no,,
"County of Tulare, District 4 Supervisor/SJVUAPCD board member, J. Steven Worthley",2,no,,
County of Tuolumne County Clerk/Auditor Controller,2,yes,exact,STATE OF CALIFORNIA
County of Tustin Chamber of Commerce,2,no,,
County of Valley Center Fire Protection District,2,yes,exact,Valley Center Fire Protection District
County of Valley Children's Healthcare,2,no,,
County of Valley Community Healthcare,2,yes,exact,Valley Community Healthcare
County of Valley Industry & Commerce Association,2,no,,
County of Valley-wide Recreation,2,yes,exact,County of Valley-wide Recreation
County of Vandenberg Village Community Services District,2,yes,exact,Vandenberg Village Community Services District
County of Vector Control District,2,yes,exact,Vector Control District
County of Ventura Council of Governments,2,yes,exact,County of Ventura Council of Governments
County of Ventura Solid Waste Management District,2,yes,exact,STATE OF CALIFORNIA
"County of Ventura, Area Agency on Aging",2,yes,normalized,STATE OF CALIFORNIA
"County of Ventura, Board of Supervisors",2,yes,normalized,STATE OF CALIFORNIA
County of Veterans for Radiation Safety,2,yes,exact,Veterans for Radiation Safety
"County of Veterans of Foreign Wars, Department of California",2,yes,exact,Veterans of Foreign Wars of the United States
County of Victorville Chamber of Commerce,2,no,,
County of Villa Park Councilmember Robert Pitts,2,no,,
County of Walnut Valley Water District,2,no,,
County of Water Replenishment District of Southern California,2,yes,exact,Water Replenishment District of Southern California
County of West Kern Water District,2,yes,exact,West Kern Water District
County of West Marin Wireless Radiation Action Group,2,yes,exact,West Marin Wireless Radiation Action Group
County of West Valley Mosquito,2,yes,exact,West Valley Mosquito and Vector Control District
County of Western Center on Law & Poverty,2,no,,
County of Western Municipal Water District,2,no,,
County of Western Riverside Council of Governments,2,no,,
County of Westside Cities Council of Governments,2,no,,
County of Westwood South of Santa Monica Blvd. Homeowner Association,2,yes,exact,County of Westwood South of Santa Monica Blvd. Homeowner Association
County of Wilmington Chamber of Commerce,2,no,,
County of Wireless Radiation Alert Network,2,yes,exact,Wireless Radiation Alert Network
County of Women Organizing Resources,2,yes,exact,"WOMEN ORGANIZING RESOURCES, KNOWLEDGE AND SERVICES (WORKS) (LOS ANGELES)"
County of Woodland,2,yes,exact,STATE OF CALIFORNIA
County of Woodland Chamber of Commerce,2,no,,
County of Wright Capacitors,2,yes,exact,Wright Capacitors
County of Yolo District Attorney Jeff W. Reisig,2,yes,exact,STATE OF CALIFORNIA
County of Yolo Public Administrator/Guardian,2,yes,exact,STATE OF CALIFORNIA
County of Yolo Sheriff-Coroner,2,yes,exact,Sheriff
County of Yolo Waste Advisory Committee,2,yes,exact,STATE OF CALIFORNIA
"County of Yolo, Department of Public Works and Transportation",2,yes,exact,STATE OF CALIFORNIA
"County of Yolo, Office of the County Assessor",2,yes,exact,STATE OF CALIFORNIA
County of Your Own Health,2,no,,
County of Yuba Board of Supervisors,2,yes,exact,STATE OF CALIFORNIA
County of Yuba Cities of Barstow,2,no,,
County of Yuba River Moulding,2,yes,exact,County of Yuba River Moulding
"County, Alta Regional Center, Vallejo City",2,no,,
"County, American Academy of Pediatrics, American Oceans Campaign, California",2,no,,
"County, CA. State Assoc. of Counties (CSAC) (AFSCME)",2,no,,
"County, California",2,no,,
"County, Los",2,no,,
"County, Los Angeles County, Marin, Mendocino County, Metropolitan State Hospital, Monterey County, Mt. San",2,no,,
"County, Physicians for Social",2,no,,
"County, San",2,no,,
"County, Santa Clara County, Alameda County Chiefs of Police and Sheriff's Association",2,no,,
"County, Santa Clara County, Santa Cruz County, Shasta",2,no,,
"County, Santa Clara County, Stanislaus County, and Yolo",2,no,,
"County, Sonoma County, South Bay, Torrance, Tehama",2,no,,
"County, Tulare County, Ventura County",2,no,,
"County, and Municipal Employees, AFL-CIO",2,yes,normalized,County and Municipal Employees AFL-CIO
Courageous Resistance and Indivisible of the Desert,2,no,,
Courageous Resistance of Humboldt,2,yes,exact,Courageous Resistance of Humboldt
Courier-messenger INC,2,yes,exact,Courier-Messenger Inc
Course,2,no,,
Court Administrator's Advisory Committee,2,yes,exact,Court Administrator's Advisory Committee
Court Appointed Special Advocates Los Angeles,2,yes,exact,COURT APPOINTED SPECIAL ADVOCATES
Court Appointed Special Advocates for Children of Los Angeles,2,yes,exact,COURT APPOINTED SPECIAL ADVOCATES
Court Appointed Special Advocates of Kern County,2,yes,exact,COURT APPOINTED SPECIAL ADVOCATES
"Court Appointed Special Advocates, Los Angeles",2,yes,normalized,COURT APPOINTED SPECIAL ADVOCATES
"Court Appointed Special Advocates, Solano County",2,yes,exact,COURT APPOINTED SPECIAL ADVOCATES
Court Appointed Special Education Advocates of Santa Cruz County,2,yes,exact,COURT APPOINTED SPECIAL ADVOCATES
"Court Appointment Programs, Lawyer Referral & Information Service, Bar Association of San Francisco",2,yes,exact,Bar Association
Court Reporter Issues,2,no,,
Court Reports Board of California,2,yes,exact,Court Reporters Board of California (Board)
Court of Appeals,2,no,,
"Courtcall, Inc",2,yes,exact,"Courtcall, Inc"
Courts of San Benito County,2,yes,exact,Courts of San Benito County
Courts of San Bernadino County,2,yes,exact,Courts of San Bernardino County
"Courts, the California Chapter",2,yes,exact,ASSOCIATION OF FAMILY AND CONCILIATION COURTS
Cousins Tackle,2,yes,exact,Cousins Tackle
Covelo Fire Protection District,2,yes,exact,Covelo Fire Protection District
Covelo Seed and Scion,2,yes,exact,Covelo Seed and Scion
Covenant Chapel,2,yes,exact,Covenant Chapel
Covenant Christian School ISP,2,yes,exact,Covenant Christian School ISP
Covenant Community Services CHOICES THP,2,yes,exact,Covenant Community Services CHOICES THP
Covenant Hills Treatment Centers,2,yes,exact,Covenant Hills Treatment Centers
"Covenant House, California",2,yes,exact,Covenant House California
"Covenant Life Christian Church, Orange",2,yes,exact,"Covenant Life Christian Church, Orange"
Coventry First LLC,2,yes,exact,Coventry First
Cover for Kids by 2006,2,yes,exact,Cover the Kids by 2006
Covered California and DHCS,2,no,,
Covermymeds,2,yes,exact,Covermymeds
Covertaction Magazine,2,yes,exact,Covertaction Magazine
Covetrus,2,yes,exact,Covetrus
Covina Chamber,2,yes,exact,UNITED STATES CHAMBER OF COMMERCE
Covina City Councilmember Jorge Marquez,2,no,,
Covina Unified Education Association,2,yes,exact,Covina Unified Education Association
"Covina, City of",2,yes,exact,City of Covin
Cowboy Bail Bonds,2,yes,exact,Cowboy Bail Bonds
Cowboy Lawyer Association,2,yes,exact,Cowboy Lawyer Association
Cowbuoy Sportfishing,2,yes,exact,Cowbuoy Sportfishing
Cowen Rental Service,2,yes,exact,COWAN Rental Services
Cox,2,no,,
"Cox Automotive, Inc",2,yes,exact,Cox Automotive
Coyote Point Museum Auxiliary,2,yes,exact,Coyote Point Museum Auxiliary
Crab Boat Owners Association of San Francisco,2,yes,exact,Crab Boat Owners of San Francisco
Crab Boat Owners of San Francisco,2,yes,exact,Crab Boat Owners of San Francisco
Craftman Construction of Tulare,2,yes,exact,Craftman Construction of Tulare
Craftsman Construction,2,yes,exact,Craftsman Construction
"Craig N. Rossell of Hunt, Ortmann, Blasco, Palffy, & Rossell, Inc. Attorneys at Law",2,yes,exact,"Hunt, Ortmann, Blasco, Palffy & Rossell, Inc"
"Crain Orchards, Inc",2,yes,exact,"Crain Orchards, Inc"
Crane Creek Growers,2,yes,exact,Crane Creek Growers
"Crane Rental Service, Inc",2,yes,normalized,Crane Rental Service Inc
Crankin'Time Cycling,2,yes,exact,Crankin'Time Cycling
"Cranston Steel Structures, Inc",2,yes,normalized,Cranston Steel Structures Inc
Crawford and Associates Management Services,2,yes,exact,Crawford and Associates Management Services
Crazy Quilt Solutions,2,yes,exact,Crazy Quilt Solutions
Cre8 Innovations,2,yes,exact,Cre8 Innovations
CreaTV,2,yes,exact,CreaTV San Jose
Cream of The Crop,2,yes,exact,Cream of the Crop
Creating Creators,2,yes,exact,Creating Creators
Creating Sanctuary and Success,2,yes,exact,Creating Sanctuary and Success
Creation Justice Ministries,2,yes,exact,Creation Justice Ministries
Creative Action Network,2,yes,exact,Creative Action Network
Creative Alternative for Learning and Living,2,yes,exact,Creative Alternative for Learning and Living
Creative Alternatives to Litigation (CALL),2,yes,exact,Creative Alternatives to Litigation (CALL)
Creative Brain Learning,2,yes,exact,Creative Brain Learning
